"election_dt","contest_name","name_on_ballot","party_cd","ballot_count","FTP_date","percent_rpting","percent_ballot"
"11/02/2004","NC STATE SENATE DISTRICT 27","Rusty Sheridan","LIB",1797,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 28","Katie G. Dorsett","DEM",47583,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 3","Beverly Moore","REP",18686,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 39","Robert Pittenger","REP",64948,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 43","David W. Hoyle","DEM",28264,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 46","James (Jim) Testa","REP",28409,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 48","Matthew C. Rogers","DEM",29327,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 8","R.C. Soles, Jr.","DEM",39897,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 9","Woody White","REP",39601,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","PRESIDENT","David Cobb (Write-In)","UNA",108,2004-11-22 09:21:43.750000000,99,5
"11/02/2004","PRESIDENT","Ralph Nader (Write-In)","UNA",1805,2004-11-22 09:21:43.750000000,99,80
"11/02/2004","PRESIDENT","Walt Brown / Mary Alice Herbert (Write-In)","UNA",348,2004-11-22 09:21:43.750000000,99,15
"11/02/2004","SECRETARY OF STATE","Elaine F. Marshall","DEM",1911585,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","SECRETARY OF STATE","Jay Rao","REP",1423109,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","SUPERIOR COURT JUDGE DISTRICT 10D","Donald W. Stephens","   ",40148,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","SUPERIOR COURT JUDGE DISTRICT 14A","Orlando F. Hudson, Jr.","   ",21724,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","SUPERIOR COURT JUDGE DISTRICT 17A","Powell (P.W.) Watkins Glidewell IV","   ",8730,2004-11-22 09:21:43.750000000,99,30
"11/02/2004","SUPERIOR COURT JUDGE DISTRICT 26A (2 SEATS)","Linwood O. Foust","   ",15171,2004-11-22 09:21:43.750000000,99,27
"11/02/2004","SUPREME COURT ASSOCIATE JUSTICE (ORR)","James A. Wynn, Jr.","   ",508416,2004-11-22 09:21:43.750000000,99,20
"11/02/2004","TREASURER","Richard H. Moore","DEM",1812201,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","US CONGRESS DISTRICT 1","Greg Dority","REP",77508,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","US CONGRESS DISTRICT 5","Virginia Foxx","REP",167546,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","US CONGRESS DISTRICT 6","Howard Coble","REP",207470,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","US CONGRESS DISTRICT 7","Ken Plonk","REP",66084,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","US CONGRESS DISTRICT 7","Mike McIntyre","DEM",180382,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","US CONGRESS DISTRICT 8","Robert C. (Robin) Hayes","REP",125070,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","US CONGRESS DISTRICT 9","Sue Myrick","REP",210783,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","US SENATE","Tom Bailey","LIB",47743,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 97","Joe L. Kiser","REP",17888,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 98","John W. Rhodes","REP",27830,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 1","Marc Basnight","DEM",45367,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 1","Ron Toppin","REP",24759,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 10","Rich Jarman","REP",23054,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 14","John Odoom","REP",25595,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 14","Vernon Malone","DEM",45727,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 15","Lee Griffin","LIB",10934,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 15","Neal Hunt","REP",59970,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 16","Janet Cowell","DEM",45396,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 17","Richard Stevens","REP",55908,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 2","Scott Thomas","DEM",37123,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 24","Hugh Webster","REP",35989,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 24","Tony Foriest","DEM",26127,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 27","Bobby Coffer","REP",23910,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 27","Kay Hagan","DEM",49573,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 29","Charles K. Moss","DEM",17644,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 29","Jerry W. Tillman","REP",42292,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 3","Clark Jenkins","DEM",36343,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 30","Don W. East","REP",40611,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 32","Linda Garrou","DEM",38903,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 33","Stan Bingham","REP",54801,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 34","Andrew C. Brock","REP",41800,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 34","Larry C. Brown","DEM",24223,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 38","Charlie Dannelly","DEM",47898,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 43","Russell Fleming","REP",24311,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 44","Jim Jacumin","REP",38567,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 45","Jim Cain","DEM",29192,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 47","Joe Sam Queen","DEM",34115,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 50","John J. Snow, Jr.","DEM",35722,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE SENATE DISTRICT 6","Harry Brown","REP",21624,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","SUPERIOR COURT JUDGE DISTRICT 10A (2 SEATS)","Abe Jones","   ",14532,2004-11-22 09:21:43.750000000,99,51
"11/02/2004","SUPERIOR COURT JUDGE DISTRICT 11A","Frank Lanier","   ",33862,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","SUPERIOR COURT JUDGE DISTRICT 20B","W. David Lee","   ",48822,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","SUPERIOR COURT JUDGE DISTRICT 28 (2 SEATS)","Dennis J. Winner","   ",41875,2004-11-22 09:21:43.750000000,99,50
"11/02/2004","SUPERIOR COURT JUDGE DISTRICT 28 (2 SEATS)","Ronald K. Payne","   ",42291,2004-11-22 09:21:43.750000000,99,50
"11/02/2004","SUPERIOR COURT JUDGE DISTRICT 29","E. Penn Dameron, Jr.","   ",33909,2004-11-22 09:21:43.750000000,99,41
"11/02/2004","SUPREME COURT ASSOCIATE JUSTICE (ORR)","Fred Morrison, Jr.","   ",163601,2004-11-22 09:21:43.750000000,99,6
"11/02/2004","SUPREME COURT ASSOCIATE JUSTICE (ORR)","Paul Martin Newby","   ",582684,2004-11-22 09:21:43.750000000,99,23
"11/02/2004","SUPREME COURT ASSOCIATE JUSTICE (ORR)","Ronnie Ansley","   ",213657,2004-11-22 09:21:43.750000000,99,8
"11/02/2004","US CONGRESS DISTRICT 10","Patrick McHenry","REP",157884,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","US CONGRESS DISTRICT 12","Ada M. Fisher","REP",76898,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","US CONGRESS DISTRICT 2","Bob Etheridge","DEM",145079,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","US CONGRESS DISTRICT 4","David Price","DEM",217441,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","US CONGRESS DISTRICT 6","William W. Jordan","DEM",76153,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","US SENATE","Erskine Bowles","DEM",1632527,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","US SENATE","Richard Burr","REP",1791450,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","ATTORNEY GENERAL","Joe Knott","REP",1494121,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","COMMISSIONER OF INSURANCE","C. Robert Brawley","REP",1421398,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","COMMISSIONER OF LABOR","Wayne Goodwin","DEM",1584488,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","COURT OF APPEALS JUDGE (MCGEE)","Bill Parker","   ",1112128,2004-11-22 09:21:43.750000000,99,42
"11/02/2004","COURT OF APPEALS JUDGE (THORNBURG)","Alan Thornburg","   ",1141896,2004-11-22 09:21:43.750000000,99,45
"11/02/2004","DISTRICT COURT JUDGE (AUSTIN) DISTRICT 24","Kyle D. Austin","   ",31112,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (BAILEY) DISTRICT 10","Debra Sasser","   ",132202,2004-11-22 09:21:43.750000000,99,50
"11/02/2004","DISTRICT COURT JUDGE (BALLANCE) DISTRICT 9B","Garey M. Ballance","   ",7373,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (BELL) DISTRICT 16B","Edward (Ed) John Bullard","   ",9678,2004-11-22 09:21:43.750000000,99,33
"11/02/2004","DISTRICT COURT JUDGE (BOUSMAN) DISTRICT 10","Monica M. Bousman","   ",136232,2004-11-22 09:21:43.750000000,99,53
"11/02/2004","DISTRICT COURT JUDGE (BRAGG) DISTRICT 20","Chris Bragg","   ",65456,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (BRANTLEY) DISTRICT 8","David Brantley","   ",39917,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (BRAY) DISTRICT 18","Randle L. (Randy) Jones","   ",45415,2004-11-22 09:21:43.750000000,99,32
"11/02/2004","DISTRICT COURT JUDGE (BRIGGS) DISTRICT 24","Greg Horne","   ",29614,2004-11-22 09:21:43.750000000,99,76
"11/02/2004","DISTRICT COURT JUDGE (BROWN) DISTRICT 16A","Richard T. Brown","   ",11923,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (BURCH) DISTRICT 18","Margaret A. Dudley","   ",54660,2004-11-22 09:21:43.750000000,99,41
"11/02/2004","DISTRICT COURT JUDGE (CAMPBELL) DISTRICT 26","Hugh Campbell","   ",146245,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (COLEMAN) DISTRICT 15B","Alonzo Brown Coleman, Jr.","   ",47768,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (CONSTANGY) DISTRICT 26","Bill Constangy","   ",133551,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (CORPENING) DISTRICT 5","J.H. Corpening II","   ",47842,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (DAISY) DISTRICT 18","Robert Enochs","   ",60439,2004-11-22 09:21:43.750000000,99,43
"11/02/2004","DISTRICT COURT JUDGE (DESVOUSGES) DISTRICT 10","Shelley H. Desvousges","   ",193637,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (FARRIS) DISTRICT 7","William Charles Farris","   ",49076,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (FOY) DISTRICT 4","Louis Foy","   ",38106,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (GENTRY) DISTRICT 9A","Luann Wright Martin","   ",9024,2004-11-22 09:21:43.750000000,99,41
"11/02/2004","DISTRICT COURT JUDGE (GENTRY) DISTRICT 9A","Mike Gentry","   ",12947,2004-11-22 09:21:43.750000000,99,59
"11/02/2004","DISTRICT COURT JUDGE (GRAHAM) DISTRICT 21","William Graham","   ",50927,2004-11-22 09:21:43.750000000,99,55
"11/02/2004","DISTRICT COURT JUDGE (GULLETT) DISTRICT 22","Lynn Shuping Gullett","   ",88387,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (HINNANT) DISTRICT 18","Gwenda Priest","   ",55279,2004-11-22 09:21:43.750000000,99,40
"11/02/2004","DISTRICT COURT JUDGE (HOLT) DISTRICT 5","Shelly Sveda Holt","   ",48584,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (JONES) DISTRICT 4","Carol Jones","   ",38608,2004-11-22 09:21:43.750000000,99,64
"11/02/2004","DISTRICT COURT JUDGE (LEE) DISTRICT 11","Jackie Lee","   ",56575,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (LEECH) DISTRICT 3A","David A. Leech","   ",26302,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (LYERLY) DISTRICT 24","Alexander Lyerly","   ",32779,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (POWELL) DISTRICT 29","Mark E. Powell","   ",63304,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (QUINN) DISTRICT 3B","Paul M. Quinn","   ",40289,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (ROBERSON) DISTRICT 15A","James K. (Jim) Roberson","   ",32058,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (SISK) DISTRICT 26","Avril Sisk","   ",84674,2004-11-22 09:21:43.750000000,99,43
"11/02/2004","DISTRICT COURT JUDGE (SKERRETT) DISTRICT 29","Dawn Skerrett","   ",32793,2004-11-22 09:21:43.750000000,99,42
"11/02/2004","DISTRICT COURT JUDGE (SMITH) DISTRICT 5","John W. Smith","   ",46088,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (STEVENS) DISTRICT 4","Henry Stevens","   ",40011,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (STEWART) DISTRICT 7","William (Bill) Stewart","   ",46056,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (THACKER) DISTRICT 20","Lisa Blue Thacker","   ",61690,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (WADDELL) DISTRICT 3B","Andrew (Andy) Wigmore","   ",17994,2004-11-22 09:21:43.750000000,99,33
"11/02/2004","DISTRICT COURT JUDGE (WADDELL) DISTRICT 3B","Jerry F. Waddell","   ",37157,2004-11-22 09:21:43.750000000,99,67
"11/02/2004","DISTRICT COURT JUDGE (WALLACE) DISTRICT 20","Tanya Wallace","   ",62697,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (WASHBURN) DISTRICT 15A","Wayne Abernathy","   ",21576,2004-11-22 09:21:43.750000000,99,51
"11/02/2004","DISTRICT COURT JUDGE (WILSON) DISTRICT 27B","Larry J. Wilson","   ",37406,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","GOVERNOR","Patrick J. Ballantine","REP",1495021,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 10","James D. (Lew) Llewellyn","DEM",10793,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 10","Stephen Laroque","REP",14529,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 100","James B. (Jim) Black","DEM",16160,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 103","Jim Gulley","REP",18195,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 103","Stephen Burr","LIB",1087,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 104","Ed McMahan","REP",26125,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 105","Doug Vinson","REP",29368,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 106","Martha Alexander","DEM",17452,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 108","William F. Manning, Sr.","DEM",7519,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 109","Shirley M. Wiggins","DEM",8577,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 111","Kathryn H. Hamrick","DEM",11565,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 111","Tim Moore","REP",14392,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 112","Mike Hager","REP",10171,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 112","Ralph Haulk","LIB",408,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 113","Trudi Walend","REP",24016,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 114","Susan Fisher","DEM",19098,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 115","D. Bruce Goforth","DEM",20957,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 116","Doug Jones","DEM",12149,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 116","Wilma M. Sherrill","REP",20030,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 12","John Percy Wetherington, Jr.","REP",7473,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 13","Jean R. Preston","REP",20607,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 13","Malcolm Fulcher","DEM",8513,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 16","Carolyn Justice","REP",25427,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 18","Frankie Roberts","REP",8347,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 19","Danny McComas","REP",27954,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 2","Daniel M. Beall","REP",10607,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 21","Larry M. Bell","DEM",17812,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 23","Joe Tolson","DEM",17040,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 25","Bill Daughtridge","REP",20092,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 27","Michael H. Wray","DEM",21237,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 3","Michael Speciale","REP",13947,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 30","Sean Haugh","LIB",2870,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 4","Russell E. Tucker","DEM",15333,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 44","Margaret Highsmith Dickson","DEM",13764,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 44","Ralph Reagan","REP",9812,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 45","Robert T. Lawrence","REP",10001,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 48","Garland E. Pierce","DEM",15924,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 53","David Lewis","REP",14633,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 54","Joe Hackney","DEM",24939,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 57","Mary (Pricey) Harrison","DEM",16606,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 58","Walter J. Sperko","LIB",618,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 59","Jim Rumley","REP",12884,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 61","Laura I. Wiley","REP",25490,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 62","John Blust","REP",31436,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","NC STATE HOUSE DISTRICT 63","Alice Bordsen","DEM",12753,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","ATTORNEY GENERAL","Roy Cooper","DEM",1872097,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","COURT OF APPEALS JUDGE (MCGEE)","Linda McGee","   ",1520455,2004-11-22 09:21:43.750000000,99,58
"11/02/2004","DISTRICT ATTORNEY DISTRICT 30","Mike Bonfoey","DEM",48955,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT ATTORNEY DISTRICT 5","Ben David","DEM",48323,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT ATTORNEY DISTRICT 5","Jennifer Harjo","REP",46533,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (BAREFOOT) DISTRICT 13","Napoleon B. Barefoot, Jr.","   ",47217,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (BARNES) DISTRICT 1","Edgar L. Barnes","   ",34379,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (BURCH) DISTRICT 18","Susan R. Burch","   ",80127,2004-11-22 09:21:43.750000000,99,59
"11/02/2004","DISTRICT COURT JUDGE (CAMERON) DISTRICT 4","William M. (Mac) Cameron III","   ",40579,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (CARRAWAY) DISTRICT 8","Lonnie Carraway","   ",37537,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (CHERRY) DISTRICT 25","Burford A. Cherry","   ",78398,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (DAVIS-MALARNEY) DISTRICT 1","Amber Davis-Malarney","   ",31905,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (DEVINE) DISTRICT 15B","M. Patricia (Pat) DeVine","   ",47594,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (EVANS) DISTRICT 7","Robert A. Evans","   ",50034,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (FINE) DISTRICT 21","Lawrence J. (Larry) Fine","   ",64194,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (FOSTER) DISTRICT 18","Thomas G. (Tom) Foster, Jr.","   ",67378,2004-11-22 09:21:43.750000000,99,49
"11/02/2004","DISTRICT COURT JUDGE (FOSTER) DISTRICT 27B","Anna (Dina) F. Foster","   ",38611,2004-11-22 09:21:43.750000000,99,100
"11/02/2004","DISTRICT COURT JUDGE (FOX) DISTRICT 29","David Kennedy Fox","   ",64489,2004-11-22 09:21:43.750000000,99,100
